Country,Demographics Question,Demographics Response,Question,Survey Year,Value
23,Education,Higher,... if she goes out without telling him,2016,11.7
23,Education,No education,... if she goes out without telling him,2016,52.2
23,Education,Primary,... if she goes out without telling him,2016,42.3
23,Education,Secondary,... if she goes out without telling him,2016,25.2
23,Education,Higher,... if she neglects the children,2016,19.6
23,Education,No education,... if she neglects the children,2016,54.5
23,Education,Primary,... if she neglects the children,2016,47.7
23,Education,Secondary,... if she neglects the children,2016,31.2
23,Education,Higher,... if she refuses to have sex with him,2016,5.6
23,Education,No education,... if she refuses to have sex with him,2016,44.0
23,Education,Primary,... if she refuses to have sex with him,2016,32.9
23,Education,Secondary,... if she refuses to have sex with him,2016,16.1
24,Education,Higher,... if she burns the food,2012,2.2
24,Education,Secondary,... if she burns the food,2012,9.6
24,Education,No education,... if she burns the food,2012,15.9
24,Education,Primary,... if she burns the food,2012,16.6
24,Education,Higher,... for at least one specific reason,2012,24.1
24,Education,No education,... for at least one specific reason,2012,58.7
24,Education,Primary,... for at least one specific reason,2012,59.0
24,Education,Secondary,... for at least one specific reason,2012,50.7
24,Education,Higher,... if she argues with him,2012,10.9
24,Education,No education,... if she argues with him,2012,37.1
24,Education,Primary,... if she argues with him,2012,35.0
24,Education,Secondary,... if she argues with him,2012,24.7
24,Education,Higher,... if she goes out without telling him,2012,3.8
24,Education,No education,... if she goes out without telling him,2012,35.6
24,Education,Primary,... if she goes out without telling him,2012,32.6
24,Education,Secondary,... if she goes out without telling him,2012,15.7
24,Education,Higher,... if she neglects the children,2012,17.1
24,Education,No education,... if she neglects the children,2012,50.2
24,Education,Primary,... if she neglects the children,2012,46.2
24,Education,Secondary,... if she neglects the children,2012,41.1
24,Education,Higher,... if she refuses to have sex with him,2012,2.2
24,Education,No education,... if she refuses to have sex with him,2012,23.2
24,Education,Primary,... if she refuses to have sex with him,2012,16.3
24,Education,Secondary,... if she refuses to have sex with him,2012,6.4
25,Education,Higher,... if she burns the food,2013,1.9
25,Education,Secondary,... if she burns the food,2013,7.0
25,Education,No education,... if she burns the food,2013,13.4
25,Education,Primary,... if she burns the food,2013,13.7
25,Education,Higher,... for at least one specific reason,2013,28.2
25,Education,No education,... for at least one specific reason,2013,67.8
25,Education,Primary,... for at least one specific reason,2013,66.8
25,Education,Secondary,... for at least one specific reason,2013,47.1
25,Education,Higher,... if she argues with him,2013,4.2
25,Education,No education,... if she argues with him,2013,29.8
25,Education,Primary,... if she argues with him,2013,29.8
25,Education,Secondary,... if she argues with him,2013,17.3
25,Education,Higher,... if she goes out without telling him,2013,11.9
25,Education,No education,... if she goes out without telling him,2013,52.0
25,Education,Primary,... if she goes out without telling him,2013,49.7
25,Education,Secondary,... if she goes out without telling him,2013,30.1
25,Education,Higher,... if she neglects the children,2013,12.8
25,Education,No education,... if she neglects the children,2013,42.1
25,Education,Primary,... if she neglects the children,2013,40.9
25,Education,Secondary,... if she neglects the children,2013,27.3
25,Education,Higher,... if she refuses to have sex with him,2013,17.4
25,Education,No education,... if she refuses to have sex with him,2013,54.7
25,Education,Primary,... if she refuses to have sex with him,2013,53.3
25,Education,Secondary,... if she refuses to have sex with him,2013,32.0
26,Education,Higher,... if she burns the food,2014,1.1
26,Education,Secondary,... if she burns the food,2014,4.7
26,Education,Primary,... if she burns the food,2014,9.7
26,Education,No education,... if she burns the food,2014,15.4
26,Education,Higher,... for at least one specific reason,2014,4.2
26,Education,No education,... for at least one specific reason,2014,47.1
26,Education,Primary,... for at least one specific reason,2014,34.7
26,Education,Secondary,... for at least one specific reason,2014,22.6
26,Education,Higher,... if she argues with him,2014,1.6
26,Education,No education,... if she argues with him,2014,30.3
26,Education,Primary,... if she argues with him,2014,20.0
26,Education,Secondary,... if she argues with him,2014,10.9
26,Education,Higher,... if she goes out without telling him,2014,2.3
26,Education,No education,... if she goes out without telling him,2014,30.8
26,Education,Primary,... if she goes out without telling him,2014,22.4
26,Education,Secondary,... if she goes out without telling him,2014,11.4
26,Education,Higher,... if she neglects the children,2014,3.1
26,Education,No education,... if she neglects the children,2014,36.6
26,Education,Primary,... if she neglects the children,2014,26.1
26,Education,Secondary,... if she neglects the children,2014,16.1
26,Education,Higher,... if she refuses to have sex with him,2014,1.1
26,Education,No education,... if she refuses to have sex with him,2014,29.0
26,Education,Primary,... if she refuses to have sex with him,2014,14.0
26,Education,Secondary,... if she refuses to have sex with him,2014,7.2
27,Education,Higher,... if she burns the food,2014,0.1
27,Education,Secondary,... if she burns the food,2014,1.1
27,Education,Primary,... if she burns the food,2014,5.7
27,Education,No education,... if she burns the food,2014,8.3
27,Education,Higher,... for at least one specific reason,2014,0.8
27,Education,No education,... for at least one specific reason,2014,18.3
27,Education,Primary,... for at least one specific reason,2014,14.3
27,Education,Secondary,... for at least one specific reason,2014,5.2
27,Education,Higher,... if she argues with him,2014,0.3
27,Education,No education,... if she argues with him,2014,5.7
27,Education,Primary,... if she argues with him,2014,4.5
27,Education,Secondary,... if she argues with him,2014,1.1
27,Education,Higher,... if she goes out without telling him,2014,0.0
27,Education,No education,... if she goes out without telling him,2014,6.2
27,Education,Primary,... if she goes out without telling him,2014,5.0
27,Education,Secondary,... if she goes out without telling him,2014,1.2
27,Education,Higher,... if she neglects the children,2014,0.5
27,Education,No education,... if she neglects the children,2014,11.9
27,Education,Primary,... if she neglects the children,2014,9.9
27,Education,Secondary,... if she neglects the children,2014,3.8
27,Education,Higher,... if she refuses to have sex with him,2014,0.1
27,Education,No education,... if she refuses to have sex with him,2014,4.4
27,Education,Primary,... if she refuses to have sex with him,2014,3.4
27,Education,Secondary,... if she refuses to have sex with him,2014,0.5
28,Education,Higher,... if she burns the food,2018,8.2
28,Education,Secondary,... if she burns the food,2018,15.8
28,Education,Primary,... if she burns the food,2018,23.3
28,Education,No education,... if she burns the food,2018,26.3
28,Education,Higher,... for at least one specific reason,2018,46.8
28,Education,No education,... for at least one specific reason,2018,70.9
28,Education,Primary,... for at least one specific reason,2018,65.3
28,Education,Secondary,... for at least one specific reason,2018,57.8
28,Education,Higher,... if she argues with him,2018,19.4
28,Education,No education,... if she argues with him,2018,53.0
28,Education,Primary,... if she argues with him,2018,49.5
28,Education,Secondary,... if she argues with him,2018,38.4
28,Education,Higher,... if she goes out without telling him,2018,28.9
28,Education,No education,... if she goes out without telling him,2018,58.3
28,Education,Primary,... if she goes out without telling him,2018,51.7
28,Education,Secondary,... if she goes out without telling him,2018,41.7
28,Education,Higher,... if she neglects the children,2018,32.9
28,Education,No education,... if she neglects the children,2018,55.8
28,Education,Primary,... if she neglects the children,2018,49.7
28,Education,Secondary,... if she neglects the children,2018,44.1
28,Education,Higher,... if she refuses to have sex with him,2018,25.4
28,Education,No education,... if she refuses to have sex with him,2018,51.9
28,Education,Primary,... if she refuses to have sex with him,2018,45.7
28,Education,Secondary,... if she refuses to have sex with him,2018,35.8
29,Education,Higher,... if she burns the food,2009,0.0
29,Education,Secondary,... if she burns the food,2009,3.1
29,Education,No education,... if she burns the food,2009,5.6
